,symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
99,AAPL,2018-03-16 00:00:00+00:00,178.02,179.12,177.62,178.65,36836456,42.5589107109,42.8218856675,42.4632834539,42.7095236406,147345824,0.0,1.0
100,AAPL,2018-03-19 00:00:00+00:00,175.3,177.47,173.66,177.32,32804695,41.9086453635,42.4274232325,41.51657361,42.3915630112,131218780,0.0,1.0
101,AAPL,2018-03-20 00:00:00+00:00,175.24,176.8,174.94,175.24,19314039,41.894301275,42.2672475771,41.8225808323,41.894301275,77256156,0.0,1.0
102,AAPL,2018-03-21 00:00:00+00:00,171.27,175.09,171.26,175.04,35247358,40.9452007496,41.8584410536,40.9428100682,41.8464876465,140989432,0.0,1.0
103,AAPL,2018-03-22 00:00:00+00:00,168.85,172.68,168.6,170.0,41051076,40.366655845,41.2822868304,40.3068888094,40.6415842088,164204304,0.0,1.0
104,AAPL,2018-03-23 00:00:00+00:00,164.94,169.92,164.94,168.39,40248954,39.4318994082,40.6224587574,39.4318994082,40.2566844995,160995816,0.0,1.0
105,AAPL,2018-03-26 00:00:00+00:00,172.77,173.1,166.44,168.07,36272617,41.3038029632,41.3826954502,39.7905016218,40.1801826939,145090468,0.0,1.0
106,AAPL,2018-03-27 00:00:00+00:00,168.34,175.15,166.92,173.68,38962839,40.2447310924,41.8727851422,39.9052543302,41.5213549728,155851356,0.0,1.0
107,AAPL,2018-03-28 00:00:00+00:00,166.48,170.02,165.19,167.25,41668545,39.8000643475,40.6463655716,39.4916664438,39.9841468172,166674180,0.0,1.0
108,AAPL,2018-03-29 00:00:00+00:00,167.78,171.75,166.9,167.81,38398505,40.1108529326,41.059953458,39.9004729673,40.1180249769,153594020,0.0,1.0
109,AAPL,2018-04-02 00:00:00+00:00,166.68,168.94,164.47,166.64,37586791,39.847877976,40.3881719778,39.3195373813,39.8383152503,150347164,0.0,1.0
110,AAPL,2018-04-03 00:00:00+00:00,168.39,168.75,164.88,167.64,30278046,40.2566844995,40.3427490308,39.4175553197,40.0773833927,121112184,0.0,1.0
111,AAPL,2018-04-04 00:00:00+00:00,171.61,172.01,164.77,164.88,34605489,41.026483918,41.122111175,39.391257824,39.4175553197,138421956,0.0,1.0
112,AAPL,2018-04-05 00:00:00+00:00,172.8,174.23,172.08,172.58,26933197,41.3109750075,41.6528424511,41.138845945,41.2583800162,107732788,0.0,1.0
113,AAPL,2018-04-06 00:00:00+00:00,168.38,172.48,168.2,170.97,35005290,40.2542938181,41.2344732019,40.2112615524,40.8734803069,140021160,0.0,1.0
114,AAPL,2018-04-09 00:00:00+00:00,170.05,173.09,169.85,169.88,29017718,40.6535376159,41.3803047688,40.6057239874,40.6128960317,116070872,0.0,1.0
115,AAPL,2018-04-10 00:00:00+00:00,173.25,174.0,171.53,173.0,28614241,41.4185556716,41.5978567784,41.0073584667,41.358788636,114456964,0.0,1.0
116,AAPL,2018-04-11 00:00:00+00:00,172.44,173.92,171.7,172.23,22431640,41.2249104762,41.578731327,41.0480000509,41.1747061663,89726560,0.0,1.0
117,AAPL,2018-04-12 00:00:00+00:00,174.14,175.0,173.04,173.41,22889285,41.6313263183,41.8369249208,41.3683513617,41.4568065744,91557140,0.0,1.0
118,AAPL,2018-04-13 00:00:00+00:00,174.73,175.84,173.85,174.78,25124255,41.7723765223,42.0377421604,41.561996557,41.7843299295,100497020,0.0,1.0
119,AAPL,2018-04-16 00:00:00+00:00,175.82,176.19,174.83,175.03,21578420,42.0329607976,42.1214160103,41.7962833366,41.8440969651,86313680,0.0,1.0
120,AAPL,2018-04-17 00:00:00+00:00,178.24,178.94,176.41,176.49,26605442,42.6115057022,42.7788534019,42.1740110016,42.193136453,106421768,0.0,1.0
121,AAPL,2018-04-18 00:00:00+00:00,177.84,178.82,176.88,177.81,20754538,42.5158784452,42.7501652248,42.2863730285,42.508706401,83018152,0.0,1.0
122,AAPL,2018-04-19 00:00:00+00:00,172.8,175.39,172.66,173.76,34808800,41.3109750075,41.9301614963,41.2775054676,41.5404804242,139235200,0.0,1.0
123,AAPL,2018-04-20 00:00:00+00:00,165.72,171.22,165.43,170.6,65491140,39.6183725593,40.9332473425,39.549042798,40.7850250942,261964560,0.0,1.0
124,AAPL,2018-04-23 00:00:00+00:00,165.24,166.92,164.09,166.83,36515477,39.5036198509,39.9052543302,39.2286914872,39.8837381974,146061908,0.0,1.0
125,AAPL,2018-04-24 00:00:00+00:00,162.94,166.33,161.22,165.67,33692017,38.9537631234,39.7642041261,38.5425659185,39.6064191522,134768068,0.0,1.0
126,AAPL,2018-04-25 00:00:00+00:00,163.65,165.42,162.41,162.62,28382084,39.1235015045,39.5466521166,38.8270570079,38.8772613178,113528336,0.0,1.0
127,AAPL,2018-04-26 00:00:00+00:00,164.22,165.73,163.37,164.12,27963014,39.2597703457,39.6207632407,39.0565624246,39.2358635314,111852056,0.0,1.0
128,AAPL,2018-04-27 00:00:00+00:00,162.32,164.33,160.63,164.0,35655839,38.8055408751,39.2860678413,38.4015157144,39.2071753543,142623356,0.0,1.0
129,AAPL,2018-04-30 00:00:00+00:00,165.26,167.26,161.84,162.13,42427424,39.5084012138,39.9865374986,38.6907881668,38.7601179281,169709696,0.0,1.0
130,AAPL,2018-05-01 00:00:00+00:00,169.1,169.2,165.27,166.41,53569376,40.4264228806,40.4503296949,39.5107918952,39.7833295775,214277504,0.0,1.0
131,AAPL,2018-05-02 00:00:00+00:00,176.57,177.75,173.8,175.23,66539371,42.2122619044,42.4943623124,41.5500431499,41.8919105936,266157484,0.0,1.0
132,AAPL,2018-05-03 00:00:00+00:00,176.89,177.5,174.44,175.88,34068180,42.2887637099,42.4345952768,41.7030467611,42.0473048861,136272720,0.0,1.0
133,AAPL,2018-05-04 00:00:00+00:00,183.83,184.25,178.17,178.25,56201317,43.9478966182,44.048305238,42.5947709322,42.6138963836,224805268,0.0,1.0
134,AAPL,2018-05-07 00:00:00+00:00,185.16,187.67,184.75,185.18,42451423,44.2658572476,44.8659182851,44.1678393092,44.2706386105,169805692,0.0,1.0
135,AAPL,2018-05-08 00:00:00+00:00,186.05,186.22,183.67,184.99,28402777,44.4786278944,44.5192694786,43.9096457154,44.2252156634,113611108,0.0,1.0
136,AAPL,2018-05-09 00:00:00+00:00,187.36,187.4,185.22,186.55,23211241,44.7918071609,44.8013698866,44.2802013362,44.5981619656,92844964,0.0,1.0
137,AAPL,2018-05-10 00:00:00+00:00,190.04,190.37,187.65,187.74,27989289,45.4325097826,45.5114022696,44.8611369222,44.882653055,111957156,0.0,1.0
138,AAPL,2018-05-11 00:00:00+00:00,188.59,190.06,187.45,189.49,26212221,45.26038072,45.6131712161,44.9867880904,45.4763749013,104848884,0.73,1.0
139,AAPL,2018-05-14 00:00:00+00:00,188.15,189.53,187.86,189.01,20778772,45.1547835647,45.4859746427,45.0851854397,45.3611780046,83115088,0.0,1.0
140,AAPL,2018-05-15 00:00:00+00:00,186.44,187.07,185.1,186.78,23695159,44.7443946203,44.8955905472,44.4228032837,44.8259924221,94780636,0.0,1.0
141,AAPL,2018-05-16 00:00:00+00:00,188.18,188.46,186.0,186.07,19183064,45.1619833708,45.2291815605,44.638797465,44.6555970124,76732256,0.0,1.0
142,AAPL,2018-05-17 00:00:00+00:00,186.99,188.91,186.36,188.0,17294029,44.8763910644,45.3371786512,44.7251951375,45.1187845345,69176116,0.0,1.0
143,AAPL,2018-05-18 00:00:00+00:00,186.31,187.81,186.13,187.19,18297728,44.7131954608,45.0731857629,44.6699966245,44.9243897714,73190912,0.0,1.0
144,AAPL,2018-05-21 00:00:00+00:00,187.63,189.27,186.91,188.0,18400787,45.0299869267,45.4235763237,44.8571915816,45.1187845345,73603148,0.0,1.0
145,AAPL,2018-05-22 00:00:00+00:00,187.16,188.88,186.78,188.38,15240704,44.9171899653,45.3299788451,44.8259924221,45.2099820777,60962816,0.0,1.0
146,AAPL,2018-05-23 00:00:00+00:00,188.36,188.5,185.76,186.35,20058415,45.205182207,45.2387813019,44.5811990167,44.7227952022,80233660,0.0,1.0
147,AAPL,2018-05-24 00:00:00+00:00,188.15,188.84,186.21,188.77,23233975,45.1547835647,45.3203791037,44.6891961073,45.3035795563,92935900,0.0,1.0
148,AAPL,2018-05-25 00:00:00+00:00,188.58,189.65,187.65,188.23,17460963,45.2579807847,45.5147738669,45.0347867974,45.1739830475,69843852,0.0,1.0
149,AAPL,2018-05-29 00:00:00+00:00,187.9,188.75,186.87,187.6,22514075,45.094785181,45.2987796856,44.8475918402,45.0227871206,90056300,0.0,1.0
150,AAPL,2018-05-30 00:00:00+00:00,187.5,188.0,186.78,187.72,18690547,44.9987877671,45.1187845345,44.8259924221,45.0515863448,74762188,0.0,1.0
151,AAPL,2018-05-31 00:00:00+00:00,186.87,188.23,186.14,187.22,27482793,44.8475918402,45.1739830475,44.6723965599,44.9315895774,109931172,0.0,1.0
152,AAPL,2018-06-01 00:00:00+00:00,190.24,190.26,187.75,187.99,23442510,45.6563700524,45.6611699231,45.0587861508,45.1163845992,93770040,0.0,1.0
153,AAPL,2018-06-04 00:00:00+00:00,191.83,193.42,191.35,191.64,26266174,46.0379597726,46.4195494929,45.922762876,45.992361001,105064696,0.0,1.0
154,AAPL,2018-06-05 00:00:00+00:00,193.31,193.94,192.36,193.07,21565963,46.3931502041,46.544346131,46.1651563461,46.3355517557,86263852,0.0,1.0
155,AAPL,2018-06-06 00:00:00+00:00,193.98,194.08,191.92,193.63,20933619,46.5539458724,46.5779452259,46.0595591908,46.4699481352,83734476,0.0,1.0
156,AAPL,2018-06-07 00:00:00+00:00,193.46,194.2,192.34,194.14,21347180,46.4291492343,46.60674445,46.1603564754,46.5923448379,85388720,0.0,1.0
157,AAPL,2018-06-08 00:00:00+00:00,191.7,192.0,189.77,191.17,26656799,46.0067606131,46.0787586736,45.543573091,45.8795640397,106627196,0.0,1.0
158,AAPL,2018-06-11 00:00:00+00:00,191.23,191.97,190.21,191.35,18308460,45.8939636518,46.0715588675,45.6491702463,45.922762876,73233840,0.0,1.0
159,AAPL,2018-06-12 00:00:00+00:00,192.28,192.61,191.15,191.39,16911141,46.1459568633,46.2251547298,45.874764169,45.9323626174,67644564,0.0,1.0
160,AAPL,2018-06-13 00:00:00+00:00,190.7,192.88,190.44,192.42,21638393,45.7667670784,46.2899529841,45.7043687593,46.1795559582,86553572,0.0,1.0
161,AAPL,2018-06-14 00:00:00+00:00,190.8,191.57,190.22,191.55,21610074,45.7907664318,45.9755614536,45.6515701817,45.9707615829,86440296,0.0,1.0
162,AAPL,2018-06-15 00:00:00+00:00,188.84,190.16,188.26,190.03,61719160,45.3203791037,45.6371705696,45.1811828536,45.6059714101,246876640,0.0,1.0
163,AAPL,2018-06-18 00:00:00+00:00,188.74,189.22,187.2,187.88,18484865,45.2963797502,45.4115766469,44.9267897067,45.0899853104,73939460,0.0,1.0
164,AAPL,2018-06-19 00:00:00+00:00,185.69,186.33,183.45,185.14,33578455,44.5643994692,44.7179953315,44.0268139514,44.4324030251,134313820,0.0,1.0
165,AAPL,2018-06-20 00:00:00+00:00,186.5,187.2,185.73,186.35,20628701,44.7587942324,44.9267897067,44.5739992106,44.7227952022,82514804,0.0,1.0
