,symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
0,AAPL,2017-10-23 00:00:00+00:00,156.17,157.69,155.5,156.89,21654461,37.0518545828,37.4124796643,36.892894843,37.2226769898,86617844,0.0,1.0
1,AAPL,2017-10-24 00:00:00+00:00,157.1,157.42,156.2,156.29,17137731,37.2725001919,37.3484212616,37.0589721831,37.080324984,68550924,0.0,1.0
2,AAPL,2017-10-25 00:00:00+00:00,156.41,157.55,155.27,156.91,20126554,37.1087953852,37.3792641962,36.8383265741,37.2274220567,80506216,0.0,1.0
3,AAPL,2017-10-26 00:00:00+00:00,157.41,157.8295,156.78,157.23,16751691,37.3460487282,37.4455765056,37.1965791221,37.3033431265,67006764,0.0,1.0
4,AAPL,2017-10-27 00:00:00+00:00,163.05,163.6,158.7,159.29,43904150,38.684157583,38.8146469216,37.6521055407,37.7920850131,175616600,0.0,1.0
5,AAPL,2017-10-30 00:00:00+00:00,166.72,168.07,163.72,163.89,43923292,39.5548773519,39.875169365,38.8431173228,38.8834503911,175693168,0.0,1.0
6,AAPL,2017-10-31 00:00:00+00:00,169.04,169.6499,166.94,167.9,35474672,40.1053051078,40.2500059217,39.6070730874,39.8348362967,141898688,0.0,1.0
7,AAPL,2017-11-01 00:00:00+00:00,166.89,169.94,165.61,169.87,33100847,39.5952104202,40.3188331165,39.2915261411,40.3022253825,132403388,0.0,1.0
8,AAPL,2017-11-02 00:00:00+00:00,168.11,168.5,165.28,167.64,32710040,39.8846594988,39.9771883025,39.2132325379,39.7731504275,130840160,0.0,1.0
9,AAPL,2017-11-03 00:00:00+00:00,172.5,174.26,171.12,174.0,58683826,40.9262016747,41.3437675585,40.5987920613,41.2820816893,234735304,0.0,1.0
10,AAPL,2017-11-06 00:00:00+00:00,174.25,174.99,171.72,172.365,34242566,41.341395025,41.5169624989,40.7411440671,40.8941724734,136970264,0.0,1.0
11,AAPL,2017-11-07 00:00:00+00:00,174.81,175.25,173.6,173.91,23910914,41.4742568971,41.5786483681,41.1871803521,41.2607288884,95643656,0.0,1.0
12,AAPL,2017-11-08 00:00:00+00:00,176.24,176.24,174.33,174.66,23907639,41.8135291777,41.8135291777,41.3603752925,41.4386688957,95630556,0.0,1.0
13,AAPL,2017-11-09 00:00:00+00:00,175.88,176.095,173.14,175.11,28636531,41.7281179742,41.7791274429,41.0780438143,41.5454329,114546124,0.0,1.0
14,AAPL,2017-11-10 00:00:00+00:00,174.67,175.38,174.27,175.11,25061183,41.5905110352,41.759568474,41.4952674077,41.6952790255,100244732,0.63,1.0
15,AAPL,2017-11-13 00:00:00+00:00,173.97,174.5,173.4,173.5,16828025,41.4238346871,41.5500324935,41.2881125179,41.3119234248,67312100,0.0,1.0
16,AAPL,2017-11-14 00:00:00+00:00,171.34,173.48,171.18,173.04,23588451,40.7976078363,41.3071612434,40.7595103854,41.2023932532,94353804,0.0,1.0
17,AAPL,2017-11-15 00:00:00+00:00,169.08,170.3197,168.38,169.97,28702351,40.259481341,40.5546651535,40.0928049929,40.4713984122,114809404,0.0,1.0
18,AAPL,2017-11-16 00:00:00+00:00,171.1,171.87,170.3,171.18,23497326,40.7404616599,40.9238056428,40.5499744049,40.7595103854,93989304,0.0,1.0
19,AAPL,2017-11-17 00:00:00+00:00,170.15,171.39,169.64,171.04,21665811,40.5142580446,40.8095132898,40.3928224195,40.7261751157,86663244,0.0,1.0
20,AAPL,2017-11-20 00:00:00+00:00,169.98,170.56,169.56,170.29,15974387,40.4737795029,40.6118827627,40.373773694,40.5475933142,63897548,0.0,1.0
21,AAPL,2017-11-21 00:00:00+00:00,173.14,173.7,170.78,170.78,24875471,41.2262041601,41.3595452386,40.6642667579,40.6642667579,99501884,0.0,1.0
22,AAPL,2017-11-22 00:00:00+00:00,174.96,175.0,173.05,173.36,24997274,41.6595626652,41.6690870279,41.2047743439,41.2785881552,99989096,0.0,1.0
23,AAPL,2017-11-24 00:00:00+00:00,174.97,175.5,174.6459,175.1,14026519,41.6619437558,41.7881415623,41.5847726067,41.6928979348,56106076,0.0,1.0
24,AAPL,2017-11-27 00:00:00+00:00,174.09,175.08,173.34,175.05,20536313,41.4524077754,41.6881357534,41.2738259738,41.6809924813,82145252,0.0,1.0
25,AAPL,2017-11-28 00:00:00+00:00,173.07,174.87,171.86,174.3,25468442,41.2095365253,41.638132849,40.9214245521,41.5024106798,101873768,0.0,1.0
26,AAPL,2017-11-29 00:00:00+00:00,169.48,172.92,167.16,172.63,40788324,40.3547249685,41.1738201649,39.8023119291,41.104768535,163153296,0.0,1.0
27,AAPL,2017-11-30 00:00:00+00:00,171.85,172.14,168.44,170.43,40172368,40.9190434614,40.9880950913,40.107091537,40.5809285838,160689472,0.0,1.0
28,AAPL,2017-12-01 00:00:00+00:00,171.05,171.67,168.5,169.95,39590080,40.7285562064,40.876183829,40.1213780812,40.4666362308,158360320,0.0,1.0
29,AAPL,2017-12-04 00:00:00+00:00,169.8,172.62,169.63,172.48,32115052,40.4309198705,41.1023874443,40.3904413288,41.0690521747,128460208,0.0,1.0
30,AAPL,2017-12-05 00:00:00+00:00,169.64,171.52,168.4,169.06,27008428,40.3928224195,40.8404674687,40.0975671743,40.2547191596,108033712,0.0,1.0
31,AAPL,2017-12-06 00:00:00+00:00,169.01,170.2047,166.46,167.5,28224357,40.2428137062,40.5272826106,39.6356355809,39.8832690124,112897428,0.0,1.0
32,AAPL,2017-12-07 00:00:00+00:00,169.32,170.44,168.91,169.03,24469613,40.3166275175,40.5833096745,40.2190027993,40.2475758876,97878452,0.0,1.0
33,AAPL,2017-12-08 00:00:00+00:00,169.37,171.0,168.82,170.49,23096872,40.3285329709,40.716650753,40.1975729831,40.5952151279,92387488,0.0,1.0
34,AAPL,2017-12-11 00:00:00+00:00,172.67,172.89,168.79,169.2,33092051,41.1142928978,41.1666768929,40.1904297111,40.2880544293,132368204,0.0,1.0
35,AAPL,2017-12-12 00:00:00+00:00,171.7,172.39,171.461,172.15,18945457,40.8833271011,41.0476223585,40.8264190337,40.990476182,75781828,0.0,1.0
36,AAPL,2017-12-13 00:00:00+00:00,172.27,173.54,172.0,172.5,23142242,41.0190492703,41.3214477876,40.9547598217,41.0738143561,92568968,0.0,1.0
37,AAPL,2017-12-14 00:00:00+00:00,172.22,173.13,171.65,172.4,20219307,41.0071438168,41.2238230694,40.8714216477,41.0500034492,80877228,0.0,1.0
38,AAPL,2017-12-15 00:00:00+00:00,173.97,174.17,172.46,173.63,37054632,41.4238346871,41.4714565009,41.0642899933,41.3428776037,148218528,0.0,1.0
39,AAPL,2017-12-18 00:00:00+00:00,176.42,177.2,174.86,174.88,28831533,42.0072019055,42.1929269791,41.6357517583,41.6405139397,115326132,0.0,1.0
40,AAPL,2017-12-19 00:00:00+00:00,174.54,175.39,174.09,175.03,27078872,41.5595568563,41.7619495647,41.4524077754,41.6762303,108315488,0.0,1.0
41,AAPL,2017-12-20 00:00:00+00:00,174.35,175.42,173.25,174.87,23000392,41.5143161332,41.7690928368,41.2523961576,41.638132849,92001568,0.0,1.0
42,AAPL,2017-12-21 00:00:00+00:00,175.01,176.02,174.1,174.17,20356826,41.6714681186,41.911958278,41.454788866,41.4714565009,81427304,0.0,1.0
43,AAPL,2017-12-22 00:00:00+00:00,175.01,175.42,174.5,174.68,16052615,41.6714681186,41.7690928368,41.5500324935,41.5928921259,64210460,0.0,1.0
44,AAPL,2017-12-26 00:00:00+00:00,170.57,171.47,169.68,170.8,32968167,40.6142638534,40.8285620153,40.4023467823,40.6690289392,131872668,0.0,1.0
45,AAPL,2017-12-27 00:00:00+00:00,170.6,170.78,169.71,170.1,21672062,40.6214071255,40.6642667579,40.4094900543,40.5023525911,86688248,0.0,1.0
46,AAPL,2017-12-28 00:00:00+00:00,171.08,171.85,170.48,171.0,15997739,40.7356994785,40.9190434614,40.5928340372,40.716650753,63990956,0.0,1.0
47,AAPL,2017-12-29 00:00:00+00:00,169.23,170.59,169.22,170.52,25643711,40.2951977013,40.6190260348,40.2928166106,40.6023584,102574844,0.0,1.0
48,AAPL,2018-01-02 00:00:00+00:00,172.26,172.3,169.26,170.16,25048048,41.0166681796,41.0261925423,40.3023409734,40.5166391352,100192192,0.0,1.0
49,AAPL,2018-01-03 00:00:00+00:00,172.23,174.55,171.96,172.53,28819653,41.0095249075,41.561937947,40.945235459,41.0809576281,115278612,0.0,1.0
50,AAPL,2018-01-04 00:00:00+00:00,173.03,173.47,172.08,172.54,22211345,41.2000121625,41.3047801527,40.9738085472,41.0833387188,88845380,0.0,1.0
51,AAPL,2018-01-05 00:00:00+00:00,175.0,175.37,173.05,173.44,23016177,41.6690870279,41.7571873833,41.2047743439,41.2976368807,92064708,0.0,1.0
52,AAPL,2018-01-08 00:00:00+00:00,174.35,175.61,173.93,174.35,20134092,41.5143161332,41.8143335598,41.4143103244,41.5143161332,80536368,0.0,1.0
53,AAPL,2018-01-09 00:00:00+00:00,174.33,175.06,173.41,174.55,21262614,41.5095539519,41.683373572,41.2904936086,41.561937947,85050456,0.0,1.0
54,AAPL,2018-01-10 00:00:00+00:00,174.29,174.3,173.0,173.16,23589129,41.5000295891,41.5024106798,41.1928688904,41.2309663414,94356516,0.0,1.0
55,AAPL,2018-01-11 00:00:00+00:00,175.28,175.49,174.49,174.59,17523256,41.7357575671,41.7857604716,41.5476514029,41.5714623097,70093024,0.0,1.0
56,AAPL,2018-01-12 00:00:00+00:00,177.09,177.36,175.65,176.18,25039531,42.1667349816,42.2310244301,41.8238579226,41.950055729,100158124,0.0,1.0
57,AAPL,2018-01-16 00:00:00+00:00,176.19,179.39,176.14,177.9,29159005,41.9524368197,42.7143858396,41.9405313663,42.3596033272,116636020,0.0,1.0
58,AAPL,2018-01-17 00:00:00+00:00,179.1,179.25,175.07,176.15,32752734,42.6453342097,42.68105057,41.6857546627,41.9429124569,131010936,0.0,1.0
59,AAPL,2018-01-18 00:00:00+00:00,179.26,180.1,178.25,179.37,30234512,42.6834316607,42.8834432784,42.4429415013,42.7096236583,120938048,0.0,1.0
60,AAPL,2018-01-19 00:00:00+00:00,178.46,179.58,177.41,178.61,30827809,42.4929444057,42.7596265627,42.2429298835,42.528660766,123311236,0.0,1.0
61,AAPL,2018-01-22 00:00:00+00:00,177.0,177.78,176.6,177.3,26023683,42.1453051654,42.331030239,42.0500615379,42.216737886,104094732,0.0,1.0
62,AAPL,2018-01-23 00:00:00+00:00,177.04,179.44,176.82,177.3,31702531,42.1548295281,42.7262912931,42.102445533,42.216737886,126810124,0.0,1.0
63,AAPL,2018-01-24 00:00:00+00:00,174.22,177.3,173.2,177.25,50562257,41.4833619543,42.216737886,41.2404907042,42.2048324325,202249028,0.0,1.0
64,AAPL,2018-01-25 00:00:00+00:00,171.11,174.95,170.53,174.51,39661804,40.7428427505,41.6571815745,40.6047394907,41.5524135842,158647216,0.0,1.0
65,AAPL,2018-01-26 00:00:00+00:00,171.51,172.0,170.06,172.0,37121805,40.838086378,40.9547598217,40.4928282284,40.9547598217,148487220,0.0,1.0
66,AAPL,2018-01-29 00:00:00+00:00,167.96,170.16,167.07,170.16,48434424,39.992799184,40.5166391352,39.7808821129,40.5166391352,193737696,0.0,1.0
67,AAPL,2018-01-30 00:00:00+00:00,166.97,167.37,164.7,165.53,45137026,39.757071206,39.8523148335,39.21656362,39.414194147,180548104,0.0,1.0
68,AAPL,2018-01-31 00:00:00+00:00,167.43,168.44,166.5,166.87,30984099,39.8666013776,40.107091537,39.6451599437,39.7332602991,123936396,0.0,1.0
69,AAPL,2018-02-01 00:00:00+00:00,167.78,168.62,166.76,167.17,38099665,39.9499395517,40.1499511694,39.7070683016,39.8046930197,152398660,0.0,1.0
70,AAPL,2018-02-02 00:00:00+00:00,160.5,166.8,160.1,166.0,85436075,38.2165055313,39.7165926643,38.1212619038,39.5261054093,341744300,0.0,1.0
71,AAPL,2018-02-05 00:00:00+00:00,156.49,163.88,156.0,159.1,66090446,37.2616881657,39.0213141836,37.145014722,37.8831528351,264361784,0.0,1.0
72,AAPL,2018-02-06 00:00:00+00:00,163.03,163.72,154.0,154.83,66625484,38.8189214752,38.9832167326,36.6687965846,36.8664271116,266501936,0.0,1.0
73,AAPL,2018-02-07 00:00:00+00:00,159.54,163.4,159.07,163.09,50852130,37.9879208253,38.9070218306,37.876009563,38.8332080193,203408520,0.0,1.0
74,AAPL,2018-02-08 00:00:00+00:00,155.15,161.0,155.03,160.29,49594129,36.9426220136,38.3355600657,36.9140489253,38.1665026269,198376516,0.0,1.0
75,AAPL,2018-02-09 00:00:00+00:00,156.41,157.89,150.24,157.07,66723743,37.3926481535,37.7464690043,35.9175977149,37.5504331275,266894972,0.63,1.0
76,AAPL,2018-02-12 00:00:00+00:00,162.71,163.89,157.51,158.5,60560145,38.8987774506,39.1808778587,37.6556231101,37.8923005711,242240580,0.0,1.0
77,AAPL,2018-02-13 00:00:00+00:00,164.34,164.75,161.65,161.95,32104756,39.2884585228,39.3864764612,38.6453652197,38.7170856624,128419024,0.0,1.0
78,AAPL,2018-02-14 00:00:00+00:00,167.37,167.54,162.88,163.04,39669178,40.0128349943,40.0534765785,38.9394190349,38.9776699376,158676712,0.0,1.0
79,AAPL,2018-02-15 00:00:00+00:00,172.99,173.09,169.0,169.79,50609595,41.3563979546,41.3803047688,40.4025160664,40.5913798989,202438380,0.0,1.0
80,AAPL,2018-02-16 00:00:00+00:00,172.43,174.82,171.77,172.36,39638793,41.2225197948,41.7938926552,41.0647348208,41.2057850248,158555172,0.0,1.0
81,AAPL,2018-02-20 00:00:00+00:00,171.85,174.26,171.42,172.05,33531012,41.0838602722,41.6600144954,40.981060971,41.1316739007,134124048,0.0,1.0
82,AAPL,2018-02-21 00:00:00+00:00,171.07,174.12,171.01,172.83,35833514,40.8973871211,41.6265449555,40.8830430326,41.3181470518,143334056,0.0,1.0
83,AAPL,2018-02-22 00:00:00+00:00,172.5,173.95,171.71,171.8,30504116,41.2392545648,41.5859033713,41.0503907323,41.0719068651,122016464,0.0,1.0
84,AAPL,2018-02-23 00:00:00+00:00,175.5,175.65,173.54,173.67,33329232,41.956458992,41.9923192134,41.4878854329,41.5189642914,133316928,0.0,1.0
85,AAPL,2018-02-26 00:00:00+00:00,178.97,179.39,176.21,176.35,36886432,42.7860254461,42.886434066,42.1261973731,42.159666913,147545728,0.0,1.0
86,AAPL,2018-02-27 00:00:00+00:00,178.39,180.48,178.16,179.1,38685165,42.6473659235,43.1470183412,42.5923802508,42.8171043047,154740660,0.0,1.0
87,AAPL,2018-02-28 00:00:00+00:00,178.12,180.62,178.05,179.26,33604574,42.5828175251,43.1804878811,42.5660827551,42.8553552074,134418296,0.0,1.0
88,AAPL,2018-03-01 00:00:00+00:00,175.0,179.78,172.66,178.54,48801970,41.8369249208,42.9796706415,41.2775054676,42.6832261449,195207880,0.0,1.0
89,AAPL,2018-03-02 00:00:00+00:00,176.21,176.3,172.45,172.8,38453950,42.1261973731,42.1477135059,41.2273011577,41.3109750075,153815800,0.0,1.0
90,AAPL,2018-03-05 00:00:00+00:00,176.82,177.74,174.52,175.21,28401366,42.27202894,42.491971631,41.7221722124,41.8871292307,113605464,0.0,1.0
91,AAPL,2018-03-06 00:00:00+00:00,176.67,178.25,176.13,177.91,23788506,42.2361687186,42.6138963836,42.1070719217,42.5326132152,95154024,0.0,1.0
92,AAPL,2018-03-07 00:00:00+00:00,175.03,175.85,174.27,174.94,31703462,41.8440969651,42.0401328418,41.6624051768,41.8225808323,126813848,0.0,1.0
93,AAPL,2018-03-08 00:00:00+00:00,176.94,177.12,175.07,175.48,23163767,42.3007171171,42.3437493827,41.8536596908,41.9516776292,92655068,0.0,1.0
94,AAPL,2018-03-09 00:00:00+00:00,179.98,180.0,177.39,177.96,31385134,43.02748427,43.0322656328,42.4082977811,42.5445666223,125540536,0.0,1.0
95,AAPL,2018-03-12 00:00:00+00:00,181.72,182.39,180.21,180.29,32055405,43.4434628378,43.6036384932,43.0824699427,43.1015953941,128221620,0.0,1.0
96,AAPL,2018-03-13 00:00:00+00:00,179.97,183.5,179.24,182.59,31168404,43.0250935885,43.8690041312,42.8505738446,43.6514521216,124673616,0.0,1.0
97,AAPL,2018-03-14 00:00:00+00:00,178.44,180.52,177.81,180.32,29075469,42.6593193307,43.1565810669,42.508706401,43.1087674384,116301876,0.0,1.0
98,AAPL,2018-03-15 00:00:00+00:00,178.65,180.24,178.07,178.5,22584565,42.7095236406,43.089641987,42.570864118,42.6736634192,90338260,0.0,1.0
